address,status,borough,longitude,latitude,spc_common,spc_latin
750 METCALF AV,Fair,Bronx,-73.870249,40.819309,london planetree,platanus acerifolia
304 BRYSON AV,Fair,Staten Island,-74.144588,40.613839,london planetree,platanus acerifolia
80-063 UTOPIA PKWY,Fair,Queens,-73.790758,40.723598,london planetree,platanus acerifolia
94-020 25 AV,Fair,Queens,-73.87531,40.764254,"maple, norway",acer platanoides
1053 E 21 ST,Poor,Brooklyn,-73.955787,40.627744,london planetree,platanus acerifolia
153 E 53 ST,Fair,Manhattan,-73.970533,40.75818,honeylocust,gleditsia triacanthos
197-010 56 AV,Fair,Queens,-73.780126,40.746438,"zelkova, japanese",zelkova serrata
956 IONA AV,Good,Staten Island,-74.204915,40.535005,"maple, red",acer rubrum
170 HUNTINGTON ST,Fair,Brooklyn,-73.999408,40.675979,"pear, callery",pyrus calleryana
65 E FIGUERA AV,Fair,Staten Island,-74.158955,40.552429,"maple, norway",acer platanoides
105 GOVERNOR RD,Good,Staten Island,-74.121472,40.615439,sweetgum,liquidambar styraciflua
82-039 166 ST,Poor,Queens,-73.80053,40.718683,"maple, norway",acer platanoides
4321 WICHAM AV,Good,Bronx,-73.849724,40.896262,"oak, pin",quercus palustris
74-004 260 ST,Fair,Queens,-73.71593,40.74905,"maple, norway",acer platanoides
365 WASHINGTON AV,Fair,Brooklyn,-73.965712,40.687671,"maple, norway",acer platanoides
22 MONROE AV,Fair,Staten Island,-74.079526,40.64134,honeylocust,gleditsia triacanthos
46 BOYCE AV,Good,Staten Island,-74.137872,40.566094,"maple, norway",acer platanoides
45-030 36 ST,Fair,Queens,-73.929023,40.74372,london planetree,platanus acerifolia
141-033 11 AV,Fair,Queens,-73.828125,40.788691,"maple, norway",acer platanoides
1818 CATON AV,Fair,Brooklyn,-73.963014,40.651535,honeylocust,gleditsia triacanthos
1521 DAHILL RD,Fair,Brooklyn,-73.974394,40.61059,london planetree,platanus acerifolia
48-033 202 ST,Poor,Queens,-73.777728,40.75188,planting site,planting site
39 BARBARA ST,Good,Staten Island,-74.129071,40.56869,london planetree,platanus acerifolia
87-016 79 AV,Fair,Queens,-73.861866,40.704907,london planetree,platanus acerifolia
1715 50 ST,Fair,Brooklyn,-73.983224,40.628743,ginkgo,ginkgo biloba
2965 DECATUR AV,Fair,Bronx,-73.883686,40.868348,"ash, green",fraxinus pennsylvanica
48 PRALL AV,Good,Staten Island,-74.191632,40.530273,"maple, norway",acer platanoides
115-006 111 AV,Fair,Queens,-73.824636,40.679563,"maple, norway",acer platanoides
139-015 225 ST,Good,Queens,-73.74908,40.670781,"ash, green",fraxinus pennsylvanica
402 NEW LOTS AV,Poor,Brooklyn,-73.892585,40.662061,honeylocust,gleditsia triacanthos
10311 Avenue L,Poor,Brooklyn,-73.890599,40.641705,planting site,planting site
81-016 255 ST,Fair,Queens,-73.714813,40.741695,"maple, norway",acer platanoides
613 17 ST,Poor,Brooklyn,-73.978405,40.655932,"maple, norway",acer platanoides
50 ISERNIA AV,Fair,Staten Island,-74.110015,40.561754,honeylocust,gleditsia triacanthos
31 141 ST,Fair,Queens,-73.816675,40.716116,"maple, norway",acer platanoides
88-030 WINCHESTER BLVD,Fair,Queens,-73.736733,40.729743,"oak, pin",quercus palustris
167-014 142 AV,Fair,Queens,-73.772921,40.670034,honeylocust,gleditsia triacanthos
1779 W 13 ST,Fair,Brooklyn,-73.985485,40.603274,london planetree,platanus acerifolia
133-019 INWOOD ST,Good,Queens,-73.793691,40.66857,"oak, pin",quercus palustris
148-014 95 ST,Fair,Queens,-73.804754,40.699034,"pear, callery",pyrus calleryana
15 COMMERCE ST,Fair,Staten Island,-74.168146,40.613257,london planetree,platanus acerifolia
6 CHARLOTTE ST,Poor,Queens,-73.919108,40.711917,"maple, red",acer rubrum
221 CHESTNUT AV,Fair,Staten Island,-74.075792,40.614641,"maple, norway",acer platanoides
2060 E 54 ST,Fair,Brooklyn,-73.921132,40.611812,london planetree,platanus acerifolia
336 E 71 ST,Fair,Manhattan,-73.957984,40.767748,"pear, callery",pyrus calleryana
75-006 37 AV,Fair,Queens,-73.89079,40.749182,"maple, norway",acer platanoides
109-006 156 ST,Fair,Queens,-73.795075,40.692713,"maple, norway",acer platanoides
512 E 92 ST,Fair,Brooklyn,-73.918861,40.654176,london planetree,platanus acerifolia
2844 WESTCHESTER,Good,Bronx,-73.834783,40.844965,london planetree,platanus acerifolia
86-008 91 ST,Fair,Queens,-73.854284,40.695024,"maple, silver",acer saccharinum
612 E 9 ST,Fair,Manhattan,-73.980063,40.726134,"ash, green",fraxinus pennsylvanica
1221 TINTON AV,Fair,Bronx,-73.900135,40.829817,honeylocust,gleditsia triacanthos
160-020 92 ST,Fair,Queens,-73.840363,40.657005,"maple, red",acer rubrum
150-042 25 AV,Fair,Queens,-73.814014,40.775751,"maple, norway",acer platanoides
939 RAMONA AV,Good,Staten Island,-74.216068,40.534883,sweetgum,liquidambar styraciflua
4229 DEREIMER AV,Fair,Bronx,-73.843984,40.896285,"maple, norway",acer platanoides
882 LAMONT AV,Good,Staten Island,-74.203304,40.536219,"ash, green",fraxinus pennsylvanica
61 NICHOLS AV,Poor,Brooklyn,-73.869779,40.689247,"maple, norway",acer platanoides
24-018 21 AV,Fair,Queens,-73.912766,40.780996,"maple, silver",acer saccharinum
1123 WILLOW BROOK RD,Good,Staten Island,-74.136236,40.603423,london planetree,platanus acerifolia
67 8 ST,Good,Staten Island,-74.116846,40.572198,london planetree,platanus acerifolia
103-004 37 AV,Poor,Queens,-73.864237,40.753268,planting site,planting site
52-086 72 ST,Fair,Queens,-73.892296,40.731506,"maple, silver",acer saccharinum
215 W 95 ST,Fair,Manhattan,-73.971449,40.793629,"maple, red",acer rubrum
145-058 226 ST,Fair,Queens,-73.754246,40.661001,"maple, silver",acer saccharinum
220-022 93 AV,Fair,Queens,-73.735319,40.722797,"maple, norway",acer platanoides
12555 FLATLANDS AV,Fair,Brooklyn,-73.871532,40.659097,ginkgo,ginkgo biloba
802 BROADWAY,Good,Manhattan,-73.991304,40.732351,"elm, other",ulmus species
184-020 89 AV,Fair,Queens,-73.776859,40.712692,london planetree,platanus acerifolia
140-018 116 AV,Fair,Queens,-73.8016,40.680134,"maple, sugar",acer saccharum
169 HICKS ST,Poor,Brooklyn,-73.995235,40.69657,london planetree,platanus acerifolia
1926 BROADWAY,Fair,Manhattan,-73.982187,40.772475,london planetree,platanus acerifolia
351 BOSCOMBE AV,Fair,Staten Island,-74.226884,40.524284,"cherry, other",prunus species
23-015 21 ST,Fair,Queens,-73.919406,40.778346,"maple, norway",acer platanoides
163-027 24 RD,Fair,Queens,-73.800294,40.775341,"maple, norway",acer platanoides
359 W 18 ST,Good,Manhattan,-74.002375,40.742958,"pear, callery",pyrus calleryana
115-035 126 ST,Fair,Queens,-73.813159,40.678142,"linden, little leaf",tilia cordata
53-121 63 ST,Fair,Queens,-73.903196,40.728201,"maple, norway",acer platanoides
70-002 FOREST AV,Fair,Queens,-73.900417,40.701065,honeylocust,gleditsia triacanthos
4 SHARON LA,Good,Staten Island,-74.217038,40.535799,"pear, callery",pyrus calleryana
928 E 81 ST,Poor,Brooklyn,-73.911971,40.635524,london planetree,platanus acerifolia
4308 OCEAN AV,Good,Brooklyn,-73.947043,40.576296,london planetree,platanus acerifolia
220-028 HARTLAND AV,Fair,Queens,-73.74955,40.733908,sweetgum,liquidambar styraciflua
49 DONALD PL,Fair,Staten Island,-74.106548,40.639641,london planetree,platanus acerifolia
2372 LINDEN BLVD,Fair,Brooklyn,-73.87593,40.6649,london planetree,platanus acerifolia
799 UNION ST,Fair,Brooklyn,-73.977759,40.675359,"pear, callery",pyrus calleryana
115-058 MAYFAIR RD,Fair,Queens,-73.836886,40.705869,"oak, pin",quercus palustris
2524 QUENTIN RD,Fair,Brooklyn,-73.948172,40.609359,"maple, norway",acer platanoides
26 JOSEPH LA,Good,Staten Island,-74.07218,40.603642,honeylocust,gleditsia triacanthos
12 W 85 ST,Fair,Manhattan,-73.970162,40.784749,london planetree,platanus acerifolia
710 JAMAICA AV,Fair,Brooklyn,-73.878107,40.687379,"linden, little leaf",tilia cordata
249 B 139 ST,Fair,Queens,-73.813551,40.703082,london planetree,platanus acerifolia
629 VANDERBILT ST,Fair,Brooklyn,-73.975362,40.653838,"linden, little leaf",tilia cordata
152 GRIMSBY ST,Good,Staten Island,-74.09361,40.574546,honeylocust,gleditsia triacanthos
41 W 117 ST,Good,Manhattan,-73.94729,40.801899,london planetree,platanus acerifolia
114-044 225 ST,Fair,Queens,-73.732605,40.70043,"linden, little leaf",tilia cordata
448 B 144 ST,Fair,Queens,-73.822962,40.785083,honeylocust,gleditsia triacanthos
410 NECKAR AV,Fair,Staten Island,-74.084191,40.608401,"pear, callery",pyrus calleryana
371 MILTON AV,Fair,Staten Island,-74.109354,40.558709,"maple, norway",acer platanoides
1270 E 100 ST,Fair,Brooklyn,-73.891572,40.639095,london planetree,platanus acerifolia
480 19 ST,Fair,Brooklyn,-73.983407,40.65713,london planetree,platanus acerifolia
3505 72 ST,Fair,Queens,-73.877934,40.701347,"maple, norway",acer platanoides
4118N BERRIAN BLVD,Fair,Queens,-73.870873,40.770615,tree of heaven,ailanthus altissima
109-001 109 AV,Fair,Queens,-73.830852,40.67979,"maple, norway",acer platanoides
157-004 22 AV,Fair,Queens,-73.806111,40.778222,"maple, norway",acer platanoides
224 SCHMIDTS LA,Fair,Staten Island,-74.11988,40.608975,"maple, red",acer rubrum
1308 E 7 ST,Fair,Brooklyn,-73.968093,40.619021,"maple, sugar",acer saccharum
351 E 84 ST,Fair,Manhattan,-73.951498,40.776053,"pear, callery",pyrus calleryana
88-038 78 AV,Fair,Queens,-73.860059,40.706357,"linden, little leaf",tilia cordata
26 DUNCAN AV,Good,Staten Island,-74.096994,40.601219,"maple, silver",acer saccharinum
51-015 99 ST,Fair,Queens,-73.861699,40.741294,honeylocust,gleditsia triacanthos
894 MADISON AV,Good,Manhattan,-73.965383,40.771853,ginkgo,ginkgo biloba
160-023 91 ST,Fair,Queens,-73.841274,40.656841,"maple, norway",acer platanoides
90-056 199 ST,Fair,Queens,-73.760593,40.715263,"maple, norway",acer platanoides
2628 E 65 ST,Fair,Brooklyn,-73.909885,40.607856,holly species,ilex species
77-011 268 ST,Poor,Queens,-73.706208,40.750951,"maple, norway",acer platanoides
3040 WICHAM AV,Fair,Bronx,-73.8386,40.871596,"maple, norway",acer platanoides
181 BARLOW AV,Good,Staten Island,-74.153821,40.559411,"maple, red",acer rubrum
174 MORRISON AV,Good,Staten Island,-74.111871,40.628716,"oak, pin",quercus palustris
93-054 209 ST,Fair,Queens,-73.752698,40.716469,"maple, norway",acer platanoides
42-025 215 ST,Fair,Queens,-73.768117,40.762575,"linden, little leaf",tilia cordata
83-057 246 LA,Fair,Queens,-73.721344,40.735379,"elm, american",ulmus americana
139-041 227 ST,Fair,Queens,-73.747618,40.6697,"maple, silver",acer saccharinum
525 E 71 ST,Fair,Manhattan,-73.953687,40.765922,honeylocust,gleditsia triacanthos
2029 83 ST,Fair,Brooklyn,-73.995821,40.605939,"oak, willow",quercus phellos
78-048 266 ST,Fair,Queens,-73.70665,40.748743,ginkgo,ginkgo biloba
25-012 HUMPHREY ST,Fair,Queens,-73.868819,40.764746,ginkgo,ginkgo biloba
1614 EDISON AV,Fair,Bronx,-73.832864,40.843791,"pear, callery",pyrus calleryana
310 W 14 ST,Fair,Manhattan,-74.002823,40.739877,"pear, callery",pyrus calleryana
1521 PRESIDENT ST,Fair,Brooklyn,-73.938018,40.667382,london planetree,platanus acerifolia
16-042 163 ST,Good,Queens,-73.800061,40.783609,"oak, pin",quercus palustris
1037 E 7 ST,Fair,Brooklyn,-73.969367,40.62575,"maple, norway",acer platanoides
218 W 10 ST,Fair,Manhattan,-74.004587,40.734005,ginkgo,ginkgo biloba
1629 E 51 ST,Poor,Brooklyn,-73.926047,40.620639,planting site,planting site
3242 FISH AV,Fair,Bronx,-73.848149,40.872664,ginkgo,ginkgo biloba
187-018 FOCH BLVD,Poor,Queens,-73.763865,40.690847,"maple, norway",acer platanoides
72-030 67 ST,Fair,Queens,-73.885944,40.701043,"maple, norway",acer platanoides
95-001 125 ST,Good,Queens,-73.822101,40.6938,london planetree,platanus acerifolia
82-009 214 ST,Fair,Queens,-73.756138,40.73192,london planetree,platanus acerifolia
515 LENOX AV,Poor,Manhattan,-73.940491,40.814626,"linden, little leaf",tilia cordata
21-069 37 ST,Poor,Queens,-73.906792,40.774433,"maple, red",acer rubrum
110-025 84 AV,Good,Queens,-73.839844,40.701245,"linden, little leaf",tilia cordata
85-037 AUSTIN ST,Good,Queens,-73.825463,40.705222,"elm, american",ulmus americana
2319 Avenue M,Fair,Brooklyn,-73.95197,40.618895,"oak, pin",quercus palustris
31-047 32 ST,Poor,Queens,-73.923569,40.762855,"maple, norway",acer platanoides
99-001 32 AV,Fair,Queens,-73.869824,40.759079,"ash, green",fraxinus pennsylvanica
1963 GUILDERSLEEVE AV,Fair,Bronx,-73.853098,40.809636,london planetree,platanus acerifolia
161 CEDAR GROVE CT,Good,Staten Island,-74.102415,40.56173,sweetgum,liquidambar styraciflua
103-050 97 ST,Fair,Queens,-73.842725,40.681741,"maple, silver",acer saccharinum
293 SOUTH AV,Fair,Staten Island,-74.166331,40.632353,"linden, little leaf",tilia cordata
66-092 SELFRIDGE ST,Good,Queens,-73.857086,40.716502,"oak, pin",quercus palustris
144-048 GRAND CENTRAL PKWY,Fair,Queens,-73.807971,40.716001,"oak, pin",quercus palustris
2524 Avenue Y,Good,Brooklyn,-73.94473,40.591187,london planetree,platanus acerifolia
61-030 231 ST,Poor,Queens,-73.747317,40.750703,london planetree,platanus acerifolia
60 MADISON AV,Fair,Manhattan,-73.986153,40.743381,"pear, callery",pyrus calleryana
39-032 51 ST,Good,Queens,-73.912997,40.747892,london planetree,platanus acerifolia
135-007 78 DR,Fair,Queens,-73.825326,40.718012,"maple, other",acer species
281 AMHERST ST,Poor,Brooklyn,-73.951494,40.575043,japanese pagoda tree,sophora japonica
333 E 34 ST,Fair,Manhattan,-73.974875,40.744358,"pear, callery",pyrus calleryana
67-032 61 RD,Fair,Queens,-73.892479,40.71784,"maple, norway",acer platanoides
1865 E 18 ST,Fair,Brooklyn,-73.954587,40.604607,"cedar, atlas",cedrus atlantica
104-038 110 ST,Poor,Queens,-73.831665,40.683418,planting site,planting site
184-006 144 RD,Fair,Queens,-73.760519,40.665542,"linden, little leaf",tilia cordata
25-028 99 ST,Fair,Queens,-73.870727,40.763982,london planetree,platanus acerifolia
43-044 168 ST,Good,Queens,-73.798752,40.757249,"oak, pin",quercus palustris
2620 DOUGLASS BLVD,Fair,Manhattan,-73.944414,40.819421,"pear, callery",pyrus calleryana
81-012 LANGDALE ST,Fair,Queens,-73.70124,40.744693,london planetree,platanus acerifolia
700 W 175 ST,Good,Manhattan,-73.938475,40.846197,black locust,robinia pseudoacacia
25-062 98 ST,Poor,Queens,-73.871512,40.763182,"maple, sugar",acer saccharum
73-031 172 ST,Fair,Queens,-73.797712,40.728532,"zelkova, japanese",zelkova serrata
46 RIVINGTON ST,Fair,Manhattan,-73.990947,40.72086,"pear, callery",pyrus calleryana
101-047 121 ST,Fair,Queens,-73.823453,40.689603,"maple, norway",acer platanoides
2465 Avenue X,Fair,Brooklyn,-73.945712,40.593242,"maple, norway",acer platanoides
29 E CHESHIRE PL,Good,Staten Island,-74.100648,40.620419,"maple, norway",acer platanoides
30-040 74 ST,Fair,Queens,-73.893684,40.759621,"maple, norway",acer platanoides
194-017 104 AV,Fair,Queens,-73.763934,40.707557,london planetree,platanus acerifolia
7614 162 ST,Good,Queens,-73.801808,40.711166,"pear, callery",pyrus calleryana
66 LADD AV,Fair,Staten Island,-74.174755,40.561384,"maple, red",acer rubrum
80-061 UTOPIA PKWY,Good,Queens,-73.790812,40.723871,"maple, norway",acer platanoides
143-011 OAK AV,Fair,Queens,-73.813204,40.749441,"maple, norway",acer platanoides
463 KATAN AV,Good,Staten Island,-74.161858,40.551324,london planetree,platanus acerifolia
40 TIER ST,Fair,Bronx,-73.790033,40.847855,ginkgo,ginkgo biloba
1367 OVINGTON AV,Fair,Brooklyn,-74.001951,40.623268,london planetree,platanus acerifolia
1405 73 ST,Fair,Brooklyn,-74.003899,40.620064,"maple, sugar",acer saccharum
9921 4 AV,Fair,Brooklyn,-74.033265,40.613281,"maple, sugar",acer saccharum
2669 W 37 ST,Good,Brooklyn,-74.00388,40.580359,"ash, green",fraxinus pennsylvanica
16 HUNTER PL,Fair,Staten Island,-74.102061,40.634206,london planetree,platanus acerifolia
37-030 81 ST,Fair,Queens,-73.88512,40.748992,eastern hop hornbeam,ostrya virginiana
446 48 ST,Fair,Brooklyn,-74.010351,40.646949,honeylocust,gleditsia triacanthos
852 ROGERS AV,Fair,Brooklyn,-73.95237,40.649744,honeylocust,gleditsia triacanthos
540 ST JOHNS PL,Good,Brooklyn,-73.96035,40.673056,"maple, sugar",acer saccharum
610 E 82 ST,Fair,Brooklyn,-73.915144,40.639478,london planetree,platanus acerifolia
974 RHINELANDER AV,Poor,Bronx,-73.858544,40.84972,"maple, sugar",acer saccharum
244-011 73 AV,Fair,Queens,-73.730353,40.748135,"ash, green",fraxinus pennsylvanica
72-006 CALDWELL AV,Fair,Queens,-73.888833,40.724805,"maple, norway",acer platanoides
1133 DEAN ST,Fair,Brooklyn,-73.95229,40.677006,london planetree,platanus acerifolia
1485 E 23 ST,Fair,Brooklyn,-73.951284,40.614287,london planetree,platanus acerifolia
411 TARRYTOWN AV,Fair,Staten Island,-74.117195,40.560896,sweetgum,liquidambar styraciflua
7822 12 AV,Fair,Brooklyn,-74.011554,40.619784,"linden, little leaf",tilia cordata
195 BEDFORD AV,Fair,Brooklyn,-73.958215,40.717379,"pear, callery",pyrus calleryana
36 WEIRFIELD ST,Fair,Brooklyn,-73.915168,40.68697,honeylocust,gleditsia triacanthos
233 BANCROFT AV,Fair,Staten Island,-74.107878,40.575468,london planetree,platanus acerifolia
133-016 129 ST,Good,Queens,-73.810345,40.670211,"oak, pin",quercus palustris
150 MADISON ST,Fair,Brooklyn,-73.953117,40.684426,"linden, little leaf",tilia cordata
3774 9 AV,Poor,Manhattan,-73.919372,40.860536,"maple, norway",acer platanoides
24-034 86 ST,Good,Queens,-73.883163,40.764278,"pear, callery",pyrus calleryana
103-041 108 ST,Fair,Queens,-73.833986,40.684619,"oak, pin",quercus palustris
1499 ST NICHOLAS AV,Poor,Manhattan,-73.931938,40.851774,hackberry,celtis occidentalis
94-036 86 RD,Poor,Queens,-73.85052,40.695049,"maple, silver",acer saccharinum
132-035 88 ST,Fair,Queens,-73.848716,40.675579,"pear, callery",pyrus calleryana
229 E 233 ST,Fair,Bronx,-73.870076,40.896592,"maple, norway",acer platanoides
7-021 WHITESTONE EXWY,Fair,Queens,-73.823516,40.792884,london planetree,platanus acerifolia
388 DEGRAW ST,Good,Brooklyn,-73.992061,40.682524,"maple, norway",acer platanoides
1553 MCDONALD ST,Fair,Bronx,-73.842556,40.855194,"maple, silver",acer saccharinum
117-016 229 ST,Fair,Queens,-73.732431,40.692425,"maple, norway",acer platanoides
13-018 154 ST,Fair,Queens,-73.807542,40.790031,"maple, norway",acer platanoides
42 WOEHRLE AV,Fair,Staten Island,-74.180905,40.556194,"oak, northern red",quercus rubra
115-004 155 ST,Fair,Queens,-73.790967,40.685477,"maple, norway",acer platanoides
905 ST MARKS AV,Fair,Brooklyn,-73.941736,40.674751,london planetree,platanus acerifolia
47-039 168 ST,Fair,Queens,-73.799785,40.749674,"maple, silver",acer saccharinum
3260 CRUGER AV,Good,Bronx,-73.866172,40.872519,"oak, pin",quercus palustris
4216 CLARENDON RD,Fair,Brooklyn,-73.937104,40.643948,london planetree,platanus acerifolia
91-046 71 RD,Good,Queens,-73.850271,40.709126,"maple, sugar",acer saccharum
138-036 227 ST,Fair,Queens,-73.746524,40.671454,"maple, norway",acer platanoides
18-030 125 ST,Fair,Queens,-73.843152,40.782746,"cherry, black",prunus serotina
150 E 27 ST,Fair,Manhattan,-73.981911,40.741676,ginkgo,ginkgo biloba
7102 NARROWS AV,Fair,Brooklyn,-74.034732,40.636083,honeylocust,gleditsia triacanthos
300 NOEL ST,Fair,Staten Island,-74.170837,40.529236,"pear, callery",pyrus calleryana
116 WINCHESTER AV,Fair,Staten Island,-74.152899,40.535621,"cherry, black",prunus serotina
2409 LURTING AV,Fair,Bronx,-73.856923,40.861329,london planetree,platanus acerifolia
33-004 NORTHERN BLVD,Fair,Queens,-73.931218,40.752071,"pear, callery",pyrus calleryana
74 NELSON AV,Fair,Staten Island,-74.15013,40.547836,"maple, norway",acer platanoides
69-032 67 PL,Fair,Queens,-73.887232,40.705612,london planetree,platanus acerifolia
171-044 BAGLEY AV,Fair,Queens,-73.793552,40.751948,"elm, american",ulmus americana
65-011 79 ST,Fair,Queens,-73.874344,40.717361,honeylocust,gleditsia triacanthos
65-020 BOOTH ST,Poor,Queens,-73.858981,40.727096,"maple, norway",acer platanoides
706 PROSPECT PL,Good,Brooklyn,-73.953315,40.674485,"linden, little leaf",tilia cordata
68 RADIGAN AV,Good,Staten Island,-74.215581,40.544315,"maple, norway",acer platanoides
3 ETON PL,Fair,Staten Island,-74.162229,40.60459,"maple, red",acer rubrum
80-009 213 ST,Poor,Queens,-73.757947,40.733634,"maple, norway",acer platanoides
150 W 85 ST,Fair,Manhattan,-73.974119,40.786415,ginkgo,ginkgo biloba
88-036 237 ST,Fair,Queens,-73.729939,40.729683,"maple, silver",acer saccharinum
2316 BARNS AV,Fair,Bronx,-73.863694,40.859912,"maple, other",acer species
4211 BARNS AV,Fair,Bronx,-73.85428,40.892863,"oak, pin",quercus palustris
155-046 COHANCEY ST,Fair,Queens,-73.835442,40.664591,"maple, norway",acer platanoides
147-003 10 AV,Fair,Queens,-73.820165,40.79131,"linden, little leaf",tilia cordata
93 PENN AV,Good,Staten Island,-74.12092,40.565716,london planetree,platanus acerifolia
18-051 MOTT AV,Poor,Queens,-73.751437,40.603456,london planetree,platanus acerifolia
157-038 86 ST,Good,Queens,-73.847058,40.660932,hackberry,celtis occidentalis
189-015 50 AV,Fair,Queens,-73.788419,40.747012,london planetree,platanus acerifolia
242 FINLAY ST,Good,Staten Island,-74.248174,40.501708,"maple, silver",acer saccharinum
842 SINCLAIR AV,Good,Staten Island,-74.203806,40.539887,"pear, callery",pyrus calleryana
180 CABRINIE BLVD,Fair,Manhattan,-73.939092,40.853745,"ash, green",fraxinus pennsylvanica
40 WATKINS ST,Fair,Staten Island,-74.174805,40.559897,"maple, silver",acer saccharinum
2192 TROY AV,Fair,Brooklyn,-73.932855,40.620397,"ash, green",fraxinus pennsylvanica
219 COLLEGE AV,Fair,Staten Island,-74.127807,40.621326,honeylocust,gleditsia triacanthos
95 BOYCE AV,Good,Staten Island,-74.139741,40.567048,"pear, callery",pyrus calleryana
281 W FORDHAM RD,Good,Bronx,-73.911791,40.861828,"maple, norway",acer platanoides
914 E 100 ST,Fair,Brooklyn,-73.898032,40.644876,"maple, sugar",acer saccharum
77-018 PARSONS BLVD,Fair,Queens,-73.810297,40.723461,honeylocust,gleditsia triacanthos
